Date,Product,Quantity_Sold,Inventory_Level,Price,Month
2023-08-21,Smartphone X1,16,197,35,8
2023-08-12,Wireless Earphone Pro,7,53,30,8
2023-11-15,Laptop Charger Type-C,16,15,150,11
2023-03-01,Power Bank Ultra 10000mAh,13,165,20,3
2023-12-01,Smartwatch Series 5,14,168,40,12
2023-08-10,Smartwatch Series 5,17,17,20,8
2023-02-06,Smartphone X1,12,14,50,2
2023-10-05,Tablet Stand Adjustable,13,115,35,10
2023-07-15,LED Desk Lamp Pro,15,191,20,7
2023-12-18,Power Bank Ultra 10000mAh,4,121,150,12
2023-08-30,Tablet Stand Adjustable,2,26,50,8
2023-11-20,USB-C Hub 6-in-1,18,175,35,11
2023-08-07,Laptop Charger Type-C,2,18,60,8
2023-07-11,USB-C Hub 6-in-1,15,87,20,7
2023-01-17,Laptop Charger Type-C,19,23,35,1
2023-01-12,Bluetooth Speaker Mini,15,163,60,1
2023-07-12,Smartphone X1,10,122,50,7
2023-01-22,USB-C Hub 6-in-1,11,199,25,1
2023-04-30,USB-C Hub 6-in-1,10,100,15,4
2023-07-29,Smartphone X1,5,34,25,7
2023-11-02,Smartwatch Series 5,9,173,60,11
2023-09-27,LED Desk Lamp Pro,19,107,80,9
2023-07-11,Laptop Charger Type-C,13,170,15,7
2023-06-24,Bluetooth Speaker Mini,18,12,15,6
2023-10-12,LED Desk Lamp Pro,17,148,150,10
2023-07-23,USB-C Hub 6-in-1,6,121,150,7
2023-06-13,Tablet Stand Adjustable,10,195,35,6
2023-09-08,Desk Fan CoolBreeze,2,155,20,9
2023-08-15,LED Desk Lamp Pro,6,56,25,8
2023-01-07,Laptop Charger Type-C,13,181,40,1
2023-01-29,Laptop Charger Type-C,18,196,80,1
2023-02-02,Smartwatch Series 5,7,59,40,2
2023-05-14,LED Desk Lamp Pro,2,166,35,5
2023-03-20,USB-C Hub 6-in-1,14,133,60,3
2023-02-27,Smartphone X1,5,99,15,2
2023-01-26,LED Desk Lamp Pro,18,76,80,1
2023-08-14,Laptop Charger Type-C,11,11,35,8
2023-10-12,Smartphone X1,10,162,80,10
2023-01-04,Bluetooth Speaker Mini,11,156,30,1
2023-04-09,Laptop Charger Type-C,2,177,25,4
2023-02-08,LED Desk Lamp Pro,15,11,150,2
2023-09-28,Power Bank Ultra 10000mAh,7,74,25,9
2023-10-12,Desk Fan CoolBreeze,9,199,40,10
2023-06-06,Tablet Stand Adjustable,5,100,80,6
2023-03-16,Smartphone X1,7,191,50,3
2023-10-15,LED Desk Lamp Pro,2,182,150,10
2023-05-10,Bluetooth Speaker Mini,3,125,40,5
2023-06-24,Wireless Earphone Pro,2,58,30,6
2023-03-25,Laptop Charger Type-C,19,78,30,3
2023-01-22,LED Desk Lamp Pro,4,175,50,1
2023-01-27,Wireless Earphone Pro,7,141,15,1
2023-07-14,Power Bank Ultra 10000mAh,7,154,80,7
2023-12-03,Smartphone X1,17,135,30,12
2023-08-24,Wireless Earphone Pro,19,190,150,8
2023-04-02,Desk Fan CoolBreeze,16,62,40,4
2023-01-21,Laptop Charger Type-C,3,121,50,1
2023-10-30,Power Bank Ultra 10000mAh,15,168,15,10
2023-12-23,Power Bank Ultra 10000mAh,14,159,15,12
2023-03-25,Wireless Earphone Pro,15,148,35,3
2023-09-19,LED Desk Lamp Pro,14,171,40,9
2023-05-27,Wireless Earphone Pro,7,122,150,5
2023-09-14,LED Desk Lamp Pro,3,152,30,9
2023-02-27,Laptop Charger Type-C,17,123,35,2
2023-01-15,Power Bank Ultra 10000mAh,10,147,20,1
2023-06-11,LED Desk Lamp Pro,15,190,150,6
2023-06-12,Laptop Charger Type-C,6,57,80,6
2023-11-16,USB-C Hub 6-in-1,17,40,40,11
2023-10-08,LED Desk Lamp Pro,17,46,50,10
2023-10-07,Smartphone X1,14,117,30,10
2023-01-12,Smartphone X1,18,37,20,1
2023-10-01,USB-C Hub 6-in-1,5,168,80,10
2023-09-28,Wireless Earphone Pro,8,79,50,9
2023-07-27,Power Bank Ultra 10000mAh,7,23,30,7
2023-01-27,Smartphone X1,4,131,60,1
2023-03-13,Smartphone X1,18,25,60,3
2023-03-01,Desk Fan CoolBreeze,5,34,15,3
2023-05-25,Smartphone X1,16,176,20,5
2023-04-03,Laptop Charger Type-C,14,75,20,4
2023-11-05,Tablet Stand Adjustable,19,47,60,11
2023-01-08,Laptop Charger Type-C,14,178,35,1
2023-03-20,Smartphone X1,9,112,35,3
2023-01-27,Desk Fan CoolBreeze,6,107,15,1
2023-06-23,Smartphone X1,17,124,30,6
2023-02-19,Desk Fan CoolBreeze,19,49,35,2
2023-07-18,LED Desk Lamp Pro,12,73,35,7
2023-12-15,Laptop Charger Type-C,4,98,25,12
2023-06-30,Bluetooth Speaker Mini,16,109,25,6
2023-01-24,Laptop Charger Type-C,11,153,150,1
2023-11-12,Smartwatch Series 5,4,91,25,11
2023-02-15,LED Desk Lamp Pro,17,86,30,2
2023-01-15,LED Desk Lamp Pro,8,68,30,1
2023-06-02,Wireless Earphone Pro,14,100,25,6
2023-08-10,Tablet Stand Adjustable,2,107,80,8
2023-07-25,LED Desk Lamp Pro,11,148,50,7
2023-09-30,LED Desk Lamp Pro,11,10,15,9
2023-08-24,Bluetooth Speaker Mini,6,22,30,8
2023-12-06,Laptop Charger Type-C,14,39,60,12
2023-08-16,Wireless Earphone Pro,10,27,30,8
2023-01-09,LED Desk Lamp Pro,8,87,150,1
2023-06-15,Smartphone X1,7,150,30,6
2023-11-15,Tablet Stand Adjustable,8,41,20,11
2023-08-02,Wireless Earphone Pro,8,80,60,8
2023-04-27,Wireless Earphone Pro,2,59,50,4
2023-12-10,Laptop Charger Type-C,16,125,30,12
2023-03-13,LED Desk Lamp Pro,9,122,25,3
2023-03-05,Smartphone X1,13,89,30,3
2023-07-24,Tablet Stand Adjustable,12,40,15,7
2023-07-28,Smartphone X1,17,60,150,7
2023-03-13,Power Bank Ultra 10000mAh,2,164,15,3
2023-10-04,Laptop Charger Type-C,13,69,50,10
2023-10-01,Bluetooth Speaker Mini,1,42,50,10
2023-11-16,Wireless Earphone Pro,19,190,50,11
2023-12-04,Wireless Earphone Pro,11,136,150,12
2023-04-05,Smartphone X1,5,170,15,4
2023-06-15,Wireless Earphone Pro,1,135,35,6
2023-02-01,LED Desk Lamp Pro,13,50,20,2
2023-01-11,LED Desk Lamp Pro,8,28,50,1
2023-10-28,Wireless Earphone Pro,6,50,80,10
2023-08-05,Tablet Stand Adjustable,17,94,15,8
2023-10-16,LED Desk Lamp Pro,12,98,15,10
2023-04-12,Smartphone X1,1,51,25,4
2023-09-24,Desk Fan CoolBreeze,3,129,40,9
2023-08-02,LED Desk Lamp Pro,14,32,40,8
2023-06-28,Smartphone X1,8,42,60,6
2023-03-29,Power Bank Ultra 10000mAh,11,29,150,3
2023-02-10,LED Desk Lamp Pro,14,162,50,2
2023-03-17,Bluetooth Speaker Mini,8,99,25,3
2023-02-15,Smartphone X1,3,113,50,2
2023-06-09,Wireless Earphone Pro,7,189,50,6
2023-03-21,Laptop Charger Type-C,19,21,25,3
2023-11-06,USB-C Hub 6-in-1,4,169,25,11
2023-03-27,USB-C Hub 6-in-1,16,170,20,3
2023-04-02,LED Desk Lamp Pro,13,152,30,4
2023-05-28,Wireless Earphone Pro,19,60,40,5
2023-06-10,Bluetooth Speaker Mini,5,15,30,6
2023-07-21,Bluetooth Speaker Mini,5,100,60,7
2023-08-30,Laptop Charger Type-C,4,78,25,8
2023-12-19,Power Bank Ultra 10000mAh,2,172,150,12
2023-01-02,LED Desk Lamp Pro,13,132,60,1
2023-08-13,LED Desk Lamp Pro,16,171,25,8
2023-10-16,Laptop Charger Type-C,2,155,30,10
2023-08-21,Tablet Stand Adjustable,19,124,35,8
2023-03-18,Power Bank Ultra 10000mAh,17,163,35,3
2023-04-26,Bluetooth Speaker Mini,5,120,40,4
2023-06-03,USB-C Hub 6-in-1,18,70,80,6
2023-04-13,Bluetooth Speaker Mini,18,116,150,4
2023-07-13,LED Desk Lamp Pro,8,87,50,7
2023-06-15,Tablet Stand Adjustable,15,104,15,6
2023-12-25,Smartwatch Series 5,13,83,60,12
2023-03-31,Desk Fan CoolBreeze,13,57,25,3
2023-06-23,Power Bank Ultra 10000mAh,16,105,35,6
2023-05-02,Smartwatch Series 5,13,40,80,5
2023-05-23,Wireless Earphone Pro,2,43,150,5
2023-04-16,Laptop Charger Type-C,3,96,150,4
2023-11-01,Desk Fan CoolBreeze,15,144,35,11
2023-12-26,Laptop Charger Type-C,19,92,15,12
2023-11-13,Desk Fan CoolBreeze,13,144,80,11
2023-05-03,Tablet Stand Adjustable,5,56,20,5
2023-01-09,Wireless Earphone Pro,6,145,15,1
2023-09-19,Desk Fan CoolBreeze,14,138,30,9
2023-03-14,Power Bank Ultra 10000mAh,4,134,150,3
2023-12-25,Power Bank Ultra 10000mAh,19,86,80,12
2023-08-11,Bluetooth Speaker Mini,7,12,35,8
2023-02-10,Wireless Earphone Pro,4,190,150,2
2023-07-23,Smartphone X1,2,101,15,7
2023-09-21,Tablet Stand Adjustable,7,175,50,9
2023-11-24,Bluetooth Speaker Mini,3,188,50,11
2023-06-27,Laptop Charger Type-C,15,152,150,6
2023-12-14,LED Desk Lamp Pro,1,109,80,12
2023-11-14,Tablet Stand Adjustable,2,136,80,11
2023-03-25,LED Desk Lamp Pro,10,77,60,3
2023-11-14,Smartphone X1,16,142,30,11
2023-04-21,Tablet Stand Adjustable,15,99,60,4
2023-09-08,LED Desk Lamp Pro,15,98,60,9
2023-01-07,Tablet Stand Adjustable,14,19,30,1
2023-03-25,USB-C Hub 6-in-1,14,17,35,3
2023-07-27,Smartwatch Series 5,6,21,50,7
2023-11-10,Smartphone X1,14,73,35,11
2023-01-22,Laptop Charger Type-C,17,127,60,1
2023-01-03,Smartwatch Series 5,18,68,80,1
2023-05-07,LED Desk Lamp Pro,19,59,30,5
2023-10-24,Power Bank Ultra 10000mAh,17,160,15,10
2023-07-07,LED Desk Lamp Pro,16,49,25,7
2023-12-28,LED Desk Lamp Pro,8,131,25,12
2023-01-14,Power Bank Ultra 10000mAh,7,106,40,1
2023-01-12,Wireless Earphone Pro,12,136,150,1
2023-03-28,LED Desk Lamp Pro,9,96,20,3
2023-01-12,LED Desk Lamp Pro,14,86,20,1
2023-01-25,Laptop Charger Type-C,1,130,15,1
2023-10-28,Wireless Earphone Pro,10,155,40,10
2023-08-31,Bluetooth Speaker Mini,17,158,50,8
2023-05-02,USB-C Hub 6-in-1,17,120,15,5
2023-05-27,Wireless Earphone Pro,17,138,60,5
2023-02-24,USB-C Hub 6-in-1,4,175,15,2
2023-08-26,Smartphone X1,17,50,25,8
2023-12-22,Smartphone X1,18,179,20,12
2023-06-22,Smartwatch Series 5,2,146,50,6
2023-08-09,Smartwatch Series 5,8,32,150,8
2023-04-29,Wireless Earphone Pro,13,87,60,4
2023-11-05,Laptop Charger Type-C,15,20,150,11
2023-07-02,Wireless Earphone Pro,9,80,25,7
2023-10-15,Power Bank Ultra 10000mAh,3,168,40,10
2023-11-03,Wireless Earphone Pro,3,35,150,11
2023-10-27,LED Desk Lamp Pro,2,39,40,10
2023-03-23,Laptop Charger Type-C,1,171,60,3
2023-07-30,Laptop Charger Type-C,14,183,20,7
2023-05-30,Tablet Stand Adjustable,17,111,80,5
2023-02-06,LED Desk Lamp Pro,13,78,15,2
2023-12-18,Power Bank Ultra 10000mAh,19,142,35,12
2023-11-08,USB-C Hub 6-in-1,15,198,50,11
2023-12-27,USB-C Hub 6-in-1,14,175,30,12
2023-02-28,Tablet Stand Adjustable,2,165,30,2
2023-05-11,Smartphone X1,7,163,60,5
2023-07-21,USB-C Hub 6-in-1,17,70,15,7
2023-08-31,Smartphone X1,18,115,15,8
2023-02-04,Tablet Stand Adjustable,6,32,15,2
2023-04-03,USB-C Hub 6-in-1,8,183,50,4
2023-07-26,Power Bank Ultra 10000mAh,2,122,20,7
2023-12-19,Desk Fan CoolBreeze,1,39,80,12
2023-11-28,Smartphone X1,16,76,15,11
2023-11-01,Desk Fan CoolBreeze,7,170,35,11
2023-12-16,Laptop Charger Type-C,11,140,80,12
2023-08-01,Power Bank Ultra 10000mAh,15,130,50,8
2023-06-08,Smartphone X1,13,92,15,6
2023-01-24,LED Desk Lamp Pro,2,179,60,1
2023-10-20,Smartphone X1,14,71,50,10
2023-01-04,Power Bank Ultra 10000mAh,6,195,80,1
2023-08-08,Wireless Earphone Pro,9,66,40,8
2023-12-30,Tablet Stand Adjustable,7,10,40,12
2023-01-20,Bluetooth Speaker Mini,18,111,60,1
2023-06-01,Smartphone X1,9,197,150,6
2023-02-19,Wireless Earphone Pro,4,78,30,2
2023-06-26,Power Bank Ultra 10000mAh,9,68,60,6
2023-04-06,Power Bank Ultra 10000mAh,4,55,40,4
2023-04-15,Laptop Charger Type-C,12,115,60,4
2023-09-07,USB-C Hub 6-in-1,4,43,25,9
2023-04-27,Power Bank Ultra 10000mAh,14,110,40,4
2023-12-20,Smartwatch Series 5,7,106,20,12
2023-08-16,Smartwatch Series 5,13,162,15,8
2023-03-07,LED Desk Lamp Pro,8,179,20,3
2023-12-01,LED Desk Lamp Pro,5,38,150,12
2023-09-19,Desk Fan CoolBreeze,12,162,60,9
2023-10-22,Power Bank Ultra 10000mAh,13,191,25,10
2023-08-31,Smartphone X1,14,132,40,8
2023-07-05,Wireless Earphone Pro,18,82,15,7
2023-09-03,Wireless Earphone Pro,4,152,25,9
2023-05-05,Bluetooth Speaker Mini,18,13,25,5
2023-09-25,Desk Fan CoolBreeze,7,47,20,9
2023-05-11,LED Desk Lamp Pro,15,29,30,5
2023-08-25,Desk Fan CoolBreeze,6,122,80,8
2023-01-18,Smartwatch Series 5,16,32,30,1
2023-02-09,USB-C Hub 6-in-1,8,174,60,2
2023-01-21,Wireless Earphone Pro,16,199,60,1
2023-08-13,Smartphone X1,16,120,30,8
2023-12-21,USB-C Hub 6-in-1,3,145,80,12
2023-10-09,Smartphone X1,17,174,40,10
2023-01-08,Laptop Charger Type-C,9,54,25,1
2023-04-10,Wireless Earphone Pro,3,106,25,4
2023-08-28,USB-C Hub 6-in-1,7,42,30,8
2023-03-28,Desk Fan CoolBreeze,18,144,30,3
2023-10-25,Wireless Earphone Pro,12,31,50,10
2023-01-14,Desk Fan CoolBreeze,19,142,80,1
2023-11-30,Wireless Earphone Pro,16,24,20,11
2023-01-02,Laptop Charger Type-C,17,30,25,1
2023-10-20,USB-C Hub 6-in-1,15,135,20,10
2023-11-21,USB-C Hub 6-in-1,1,98,15,11
2023-02-10,LED Desk Lamp Pro,2,26,40,2
2023-11-14,Power Bank Ultra 10000mAh,8,65,30,11
2023-11-12,USB-C Hub 6-in-1,2,59,50,11
2023-04-21,Tablet Stand Adjustable,19,144,50,4
2023-01-14,LED Desk Lamp Pro,9,127,60,1
2023-08-19,Power Bank Ultra 10000mAh,9,131,15,8
2023-03-25,Desk Fan CoolBreeze,13,59,40,3
2023-05-10,Tablet Stand Adjustable,6,69,40,5
2023-08-19,Wireless Earphone Pro,15,134,150,8
2023-11-22,Laptop Charger Type-C,19,125,30,11
2023-05-25,Wireless Earphone Pro,15,144,60,5
2023-12-11,Tablet Stand Adjustable,18,177,80,12
2023-01-28,LED Desk Lamp Pro,7,182,80,1
2023-03-07,Tablet Stand Adjustable,11,196,35,3
2023-06-12,Tablet Stand Adjustable,8,97,40,6
2023-08-17,Bluetooth Speaker Mini,6,114,20,8
2023-09-18,Smartphone X1,8,64,15,9
2023-06-13,Power Bank Ultra 10000mAh,2,73,50,6
2023-10-28,Laptop Charger Type-C,19,191,30,10
2023-10-30,Wireless Earphone Pro,16,105,15,10
2023-10-14,Power Bank Ultra 10000mAh,7,177,25,10
2023-01-10,Bluetooth Speaker Mini,10,190,150,1
2023-07-14,Wireless Earphone Pro,12,53,50,7
2023-04-28,Wireless Earphone Pro,17,139,15,4
2023-09-27,Laptop Charger Type-C,7,158,15,9
2023-03-21,Smartphone X1,8,59,150,3
2023-04-03,LED Desk Lamp Pro,7,120,15,4
2023-09-23,LED Desk Lamp Pro,4,189,60,9
2023-11-28,USB-C Hub 6-in-1,3,146,50,11
2023-12-16,Smartphone X1,19,108,25,12
2023-12-27,Desk Fan CoolBreeze,15,157,50,12
2023-09-14,Desk Fan CoolBreeze,4,155,150,9
2023-05-13,Desk Fan CoolBreeze,9,93,25,5
2023-10-03,Smartphone X1,13,39,80,10
2023-09-21,Tablet Stand Adjustable,18,74,30,9
2023-06-20,Desk Fan CoolBreeze,16,33,40,6
2023-01-01,Tablet Stand Adjustable,1,184,80,1
2023-11-09,Tablet Stand Adjustable,4,99,60,11
2023-03-05,Laptop Charger Type-C,18,115,50,3
2023-10-11,Bluetooth Speaker Mini,8,181,25,10
2023-05-01,Smartphone X1,16,166,30,5
2023-04-17,Tablet Stand Adjustable,11,86,30,4
2023-06-24,Smartphone X1,19,77,150,6
2023-07-23,Laptop Charger Type-C,19,118,150,7
2023-06-14,Wireless Earphone Pro,18,154,150,6
2023-11-01,Bluetooth Speaker Mini,19,106,20,11
2023-04-30,Smartphone X1,11,142,50,4
2023-02-13,USB-C Hub 6-in-1,3,101,35,2
2023-11-08,Desk Fan CoolBreeze,8,97,60,11
2023-06-05,Power Bank Ultra 10000mAh,19,59,15,6
2023-07-26,Smartphone X1,10,112,60,7
2023-04-18,Smartphone X1,16,121,40,4
2023-09-08,LED Desk Lamp Pro,5,177,150,9
2023-11-30,Bluetooth Speaker Mini,9,55,40,11
2023-05-10,Laptop Charger Type-C,8,188,60,5
2023-10-20,Smartphone X1,11,20,20,10
2023-01-20,Tablet Stand Adjustable,16,21,40,1
2023-10-09,LED Desk Lamp Pro,7,150,50,10
2023-10-12,Desk Fan CoolBreeze,15,73,25,10
2023-01-01,Tablet Stand Adjustable,17,17,35,1
2023-04-29,Smartphone X1,6,18,35,4
2023-02-04,Smartphone X1,15,139,60,2
2023-07-17,Smartphone X1,8,87,15,7
2023-09-02,Wireless Earphone Pro,7,150,150,9
2023-02-28,Smartphone X1,2,11,60,2
2023-11-21,Wireless Earphone Pro,13,185,40,11
2023-06-10,Smartwatch Series 5,6,83,20,6
2023-06-28,LED Desk Lamp Pro,5,140,25,6
2023-07-25,Tablet Stand Adjustable,1,143,35,7
2023-01-12,Desk Fan CoolBreeze,18,96,80,1
2023-10-03,USB-C Hub 6-in-1,15,14,35,10
2023-06-30,Smartphone X1,10,140,25,6
2023-08-30,USB-C Hub 6-in-1,3,147,50,8
2023-08-04,Wireless Earphone Pro,5,180,40,8
2023-09-08,Tablet Stand Adjustable,13,156,30,9
2023-10-26,Wireless Earphone Pro,8,23,20,10
2023-05-06,LED Desk Lamp Pro,2,158,15,5
2023-08-05,Wireless Earphone Pro,9,133,80,8
2023-11-02,Wireless Earphone Pro,17,52,60,11
2023-10-12,LED Desk Lamp Pro,18,37,150,10
2023-07-04,Smartphone X1,13,158,150,7
2023-02-08,USB-C Hub 6-in-1,1,173,150,2
2023-08-11,USB-C Hub 6-in-1,12,33,80,8
2023-07-03,Desk Fan CoolBreeze,5,191,25,7
2023-06-27,LED Desk Lamp Pro,8,175,15,6
2023-10-21,LED Desk Lamp Pro,15,26,35,10
2023-12-06,Smartphone X1,3,159,60,12
2023-05-31,Desk Fan CoolBreeze,6,92,30,5
2023-05-06,Tablet Stand Adjustable,13,54,15,5
2023-10-28,Tablet Stand Adjustable,12,83,60,10
2023-11-04,Smartphone X1,19,198,30,11
2023-12-02,USB-C Hub 6-in-1,18,148,20,12
2023-08-22,LED Desk Lamp Pro,1,70,25,8
2023-01-08,LED Desk Lamp Pro,7,47,20,1
2023-12-07,Laptop Charger Type-C,12,75,25,12
2023-05-09,Smartphone X1,10,42,40,5
2023-09-21,Smartwatch Series 5,12,52,35,9
2023-06-06,Desk Fan CoolBreeze,11,168,50,6
2023-12-18,USB-C Hub 6-in-1,4,121,50,12
2023-12-24,Laptop Charger Type-C,19,44,25,12
2023-01-05,Smartphone X1,6,46,50,1
2023-03-27,Laptop Charger Type-C,9,184,80,3
2023-06-24,Laptop Charger Type-C,10,109,60,6
2023-10-17,LED Desk Lamp Pro,5,32,15,10
2023-07-12,Tablet Stand Adjustable,13,173,20,7
2023-11-07,Wireless Earphone Pro,9,177,40,11
2023-04-29,Bluetooth Speaker Mini,2,98,35,4
2023-08-06,Smartphone X1,18,24,35,8
2023-04-24,LED Desk Lamp Pro,1,174,40,4
2023-05-25,Smartwatch Series 5,12,141,150,5
2023-01-26,Laptop Charger Type-C,10,159,150,1
2023-05-16,Smartwatch Series 5,2,31,150,5
2023-10-30,USB-C Hub 6-in-1,9,87,40,10
2023-08-20,USB-C Hub 6-in-1,2,154,50,8
2023-03-17,USB-C Hub 6-in-1,14,81,30,3
2023-11-24,Wireless Earphone Pro,11,107,40,11
2023-12-11,Wireless Earphone Pro,11,99,50,12
2023-10-29,Smartphone X1,17,118,15,10
2023-10-16,USB-C Hub 6-in-1,4,103,40,10
2023-01-01,Smartphone X1,13,89,20,1
2023-05-27,Tablet Stand Adjustable,7,103,50,5
2023-10-14,LED Desk Lamp Pro,16,89,35,10
2023-05-22,LED Desk Lamp Pro,1,47,25,5
2023-02-22,Laptop Charger Type-C,13,161,25,2
2023-10-31,Laptop Charger Type-C,1,143,40,10
2023-03-10,Smartphone X1,11,143,20,3
2023-12-27,USB-C Hub 6-in-1,6,35,20,12
2023-03-31,Desk Fan CoolBreeze,3,110,25,3
2023-08-08,Power Bank Ultra 10000mAh,12,178,50,8
2023-07-11,Laptop Charger Type-C,5,84,15,7
2023-03-04,Desk Fan CoolBreeze,9,47,40,3
2023-03-14,LED Desk Lamp Pro,12,92,15,3
2023-06-10,Power Bank Ultra 10000mAh,10,180,150,6
2023-06-18,Tablet Stand Adjustable,19,190,30,6
2023-03-30,Power Bank Ultra 10000mAh,5,152,80,3
2023-06-25,Smartphone X1,5,65,150,6
2023-09-26,LED Desk Lamp Pro,9,114,60,9
2023-03-14,Desk Fan CoolBreeze,17,193,35,3
2023-09-02,Desk Fan CoolBreeze,10,40,80,9
2023-03-18,Smartphone X1,1,194,35,3
2023-06-08,Desk Fan CoolBreeze,16,188,40,6
2023-11-20,Laptop Charger Type-C,15,161,150,11
2023-04-08,Wireless Earphone Pro,17,67,20,4
2023-04-12,Bluetooth Speaker Mini,13,82,25,4
2023-05-12,Smartphone X1,1,141,25,5
2023-04-12,Desk Fan CoolBreeze,8,19,15,4
2023-01-19,Tablet Stand Adjustable,5,82,80,1
2023-03-23,Power Bank Ultra 10000mAh,6,24,60,3
2023-10-06,Power Bank Ultra 10000mAh,14,107,150,10
2023-12-05,Power Bank Ultra 10000mAh,11,72,25,12
2023-12-31,Smartphone X1,6,28,50,12
2023-11-27,Tablet Stand Adjustable,11,122,20,11
2023-05-09,Desk Fan CoolBreeze,13,72,35,5
2023-12-10,Smartphone X1,12,125,40,12
2023-11-06,Smartphone X1,2,193,15,11
2023-03-30,Tablet Stand Adjustable,3,30,80,3
2023-08-01,Desk Fan CoolBreeze,4,171,30,8
2023-05-23,Wireless Earphone Pro,17,154,25,5
2023-03-06,Wireless Earphone Pro,6,155,15,3
2023-03-17,Tablet Stand Adjustable,7,90,50,3
2023-07-18,Wireless Earphone Pro,15,75,50,7
2023-05-23,Smartphone X1,11,188,60,5
2023-11-12,USB-C Hub 6-in-1,3,74,80,11
2023-04-03,Tablet Stand Adjustable,6,52,60,4
2023-11-01,Tablet Stand Adjustable,2,66,80,11
2023-08-12,USB-C Hub 6-in-1,14,147,25,8
2023-10-18,USB-C Hub 6-in-1,9,46,150,10
2023-04-12,Power Bank Ultra 10000mAh,18,185,40,4
2023-09-24,Smartwatch Series 5,19,129,35,9
2023-12-21,Smartphone X1,12,78,35,12
2023-04-20,Smartphone X1,13,65,150,4
2023-11-26,USB-C Hub 6-in-1,12,128,50,11
2023-09-22,LED Desk Lamp Pro,12,173,20,9
2023-01-03,LED Desk Lamp Pro,18,168,40,1
2023-03-26,Tablet Stand Adjustable,9,64,25,3
2023-10-09,Power Bank Ultra 10000mAh,17,47,150,10
2023-11-24,Smartphone X1,16,24,40,11
2023-10-31,Desk Fan CoolBreeze,17,153,35,10
2023-04-27,Tablet Stand Adjustable,8,86,40,4
2023-08-09,Tablet Stand Adjustable,11,62,80,8
2023-06-03,Desk Fan CoolBreeze,2,193,15,6
2023-06-02,USB-C Hub 6-in-1,8,16,80,6
2023-01-12,Desk Fan CoolBreeze,12,194,150,1
2023-05-13,Smartphone X1,1,64,25,5
2023-10-31,USB-C Hub 6-in-1,13,61,30,10
2023-10-20,LED Desk Lamp Pro,17,13,60,10
2023-10-27,Wireless Earphone Pro,14,52,60,10
2023-08-16,Tablet Stand Adjustable,14,49,30,8
2023-09-28,Wireless Earphone Pro,16,130,40,9
2023-02-12,LED Desk Lamp Pro,17,39,30,2
2023-12-09,Smartphone X1,6,147,60,12
2023-11-22,Tablet Stand Adjustable,7,112,50,11
2023-10-29,Power Bank Ultra 10000mAh,1,16,35,10
2023-12-30,USB-C Hub 6-in-1,15,173,60,12
2023-01-21,Power Bank Ultra 10000mAh,18,172,60,1
2023-04-17,Power Bank Ultra 10000mAh,13,176,50,4
2023-12-02,Laptop Charger Type-C,2,173,60,12
2023-10-30,LED Desk Lamp Pro,19,118,40,10
2023-04-27,Power Bank Ultra 10000mAh,15,29,50,4
2023-05-04,Smartphone X1,12,58,35,5
2023-10-08,Desk Fan CoolBreeze,15,105,25,10
2023-10-19,Bluetooth Speaker Mini,18,68,80,10
2023-07-22,LED Desk Lamp Pro,14,186,25,7
2023-02-20,Smartphone X1,6,99,50,2
2023-09-28,Tablet Stand Adjustable,12,35,50,9
2023-11-20,Power Bank Ultra 10000mAh,6,45,150,11
2023-10-04,Power Bank Ultra 10000mAh,9,180,15,10
2023-05-21,USB-C Hub 6-in-1,4,135,15,5
2023-10-02,Tablet Stand Adjustable,17,52,50,10
2023-10-17,Desk Fan CoolBreeze,2,108,80,10
2023-11-30,Wireless Earphone Pro,16,42,150,11
2023-02-21,Laptop Charger Type-C,14,109,30,2
2023-01-27,Laptop Charger Type-C,8,106,20,1
2023-06-06,LED Desk Lamp Pro,14,182,80,6
2023-08-27,Wireless Earphone Pro,2,54,50,8
2023-06-05,Wireless Earphone Pro,16,97,50,6
2023-10-18,Smartwatch Series 5,4,152,80,10
2023-05-16,Tablet Stand Adjustable,1,104,40,5
2023-05-24,Wireless Earphone Pro,14,26,150,5
2023-04-16,LED Desk Lamp Pro,8,149,50,4
2023-06-07,Wireless Earphone Pro,3,31,20,6
2023-05-26,LED Desk Lamp Pro,5,160,30,5
2023-01-02,Smartphone X1,6,99,25,1
2023-03-18,USB-C Hub 6-in-1,8,87,35,3
2023-05-12,LED Desk Lamp Pro,6,149,20,5
2023-03-31,Power Bank Ultra 10000mAh,6,123,35,3
2023-12-11,LED Desk Lamp Pro,4,77,60,12
2023-12-16,Laptop Charger Type-C,7,119,40,12
2023-09-20,LED Desk Lamp Pro,19,188,20,9
2023-12-17,USB-C Hub 6-in-1,7,134,15,12
2023-04-18,Wireless Earphone Pro,3,150,40,4
2023-03-15,Power Bank Ultra 10000mAh,8,66,15,3
2023-02-08,Wireless Earphone Pro,1,64,30,2
2023-06-08,Smartphone X1,1,91,30,6
2023-03-12,Smartphone X1,14,116,30,3
2023-11-08,Smartphone X1,6,165,40,11
2023-08-29,Laptop Charger Type-C,10,111,30,8
2023-10-25,Desk Fan CoolBreeze,14,181,80,10
2023-02-05,Smartphone X1,4,156,35,2
2023-03-25,Smartphone X1,6,183,35,3
2023-09-20,Tablet Stand Adjustable,16,120,150,9
2023-11-06,Power Bank Ultra 10000mAh,1,116,15,11
2023-06-21,Smartphone X1,6,111,35,6
